,id,start,stop,member_id,room_id,cost
700,1083,2018-06-08 10:01:18.462109,2018-06-08 12:01:18.462109,23,7,200.0
701,1084,2018-06-08 10:01:18.462109,2018-06-08 11:01:18.462109,63,9,130.0
702,1085,2018-06-08 12:01:18.462109,2018-06-08 13:01:18.462109,61,6,105.0
703,1086,2018-06-08 12:01:18.462109,2018-06-08 16:01:18.462109,85,7,400.0
704,1087,2018-06-08 14:01:18.462109,2018-06-08 15:01:18.462109,42,6,105.0
705,1088,2018-06-08 14:01:18.462109,2018-06-08 16:01:18.462109,6,9,260.0
706,1089,2018-06-08 16:01:18.462109,2018-06-08 18:01:18.462109,80,9,260.0
707,1090,2018-06-08 16:01:18.462109,2018-06-08 17:01:18.462109,17,10,199.0
708,1091,2018-06-08 17:01:18.462109,2018-06-08 18:01:18.462109,71,6,105.0
709,1092,2018-06-08 18:01:18.462109,2018-06-08 22:01:18.462109,12,6,420.0
710,1093,2018-06-08 18:01:18.462109,2018-06-08 20:01:18.462109,15,9,260.0
711,1094,2018-06-08 19:01:18.462109,2018-06-08 20:01:18.462109,40,8,170.0
712,1095,2018-06-08 20:01:18.462109,2018-06-08 22:01:18.462109,21,8,340.0
713,1096,2018-06-08 20:01:18.462109,2018-06-08 22:01:18.462109,93,9,260.0
714,1097,2018-06-08 21:01:18.462109,2018-06-09 02:01:18.462109,82,10,995.0
715,1098,2018-06-08 22:01:18.462109,2018-06-08 23:01:18.462109,75,8,170.0
716,1099,2018-06-09 01:01:18.462109,2018-06-09 02:01:18.462109,71,8,170.0
717,1100,2018-06-09 03:01:18.462109,2018-06-09 04:01:18.462109,39,8,170.0
718,1101,2018-06-09 04:01:18.462109,2018-06-09 05:01:18.462109,10,8,170.0
719,1102,2018-06-09 04:01:18.462109,2018-06-09 09:01:18.462109,53,10,995.0
720,1103,2018-06-09 05:01:18.462109,2018-06-09 06:01:18.462109,2,6,105.0
721,1104,2018-06-09 05:01:18.462109,2018-06-09 06:01:18.462109,74,9,130.0
722,1105,2018-06-09 06:01:18.462109,2018-06-09 07:01:18.462109,92,8,170.0
723,1106,2018-06-09 07:01:18.462109,2018-06-09 10:01:18.462109,94,6,315.0
724,1107,2018-06-09 10:01:18.462109,2018-06-09 12:01:18.462109,29,7,200.0
725,1108,2018-06-09 15:01:18.462109,2018-06-09 16:01:18.462109,78,6,105.0
726,1109,2018-06-09 16:01:18.462109,2018-06-09 19:01:18.462109,1,8,510.0
727,1110,2018-06-09 20:01:18.462109,2018-06-09 23:01:18.462109,29,6,315.0
728,1111,2018-06-09 21:01:18.462109,2018-06-09 22:01:18.462109,89,7,100.0
729,1112,2018-06-09 21:01:18.462109,2018-06-10 02:01:18.462109,12,9,650.0
730,1113,2018-06-09 23:01:18.462109,2018-06-10 00:01:18.462109,15,10,199.0
731,1114,2018-06-10 02:01:18.462109,2018-06-10 04:01:18.462109,19,7,200.0
732,1115,2018-06-10 02:01:18.462109,2018-06-10 03:01:18.462109,52,9,130.0
733,1116,2018-06-10 03:01:18.462109,2018-06-10 05:01:18.462109,75,9,260.0
734,1117,2018-06-10 03:01:18.462109,2018-06-10 04:01:18.462109,63,10,199.0
735,1118,2018-06-10 04:01:18.462109,2018-06-10 05:01:18.462109,43,7,100.0
736,1119,2018-06-10 06:01:18.462109,2018-06-10 08:01:18.462109,89,10,398.0
737,1120,2018-06-10 07:01:18.462109,2018-06-10 08:01:18.462109,49,8,170.0
738,1121,2018-06-10 07:01:18.462109,2018-06-10 08:01:18.462109,32,9,130.0
739,1122,2018-06-10 09:01:18.462109,2018-06-10 10:01:18.462109,49,6,105.0
740,1123,2018-06-10 09:01:18.462109,2018-06-10 12:01:18.462109,6,8,510.0
741,1124,2018-06-10 11:01:18.462109,2018-06-10 12:01:18.462109,29,6,105.0
742,1125,2018-06-10 11:01:18.462109,2018-06-10 13:01:18.462109,10,7,200.0
743,1126,2018-06-10 11:01:18.462109,2018-06-10 12:01:18.462109,73,9,130.0
744,1127,2018-06-10 13:01:18.462109,2018-06-10 18:01:18.462109,46,6,525.0
745,1128,2018-06-10 13:01:18.462109,2018-06-10 15:01:18.462109,50,10,398.0
746,1129,2018-06-10 15:01:18.462109,2018-06-10 18:01:18.462109,3,7,300.0
747,1130,2018-06-10 15:01:18.462109,2018-06-10 17:01:18.462109,75,8,340.0
748,1131,2018-06-10 16:01:18.462109,2018-06-10 19:01:18.462109,35,10,597.0
749,1132,2018-06-10 18:01:18.462109,2018-06-10 19:01:18.462109,61,9,130.0
750,1133,2018-06-10 19:01:18.462109,2018-06-10 20:01:18.462109,97,9,130.0
751,1134,2018-06-10 20:01:18.462109,2018-06-10 23:01:18.462109,76,6,315.0
752,1135,2018-06-10 20:01:18.462109,2018-06-10 22:01:18.462109,79,7,200.0
753,1136,2018-06-10 22:01:18.462109,2018-06-11 07:01:18.462109,76,8,1530.0
754,1137,2018-06-10 22:01:18.462109,2018-06-11 00:01:18.462109,49,9,260.0
755,1138,2018-06-11 01:01:18.462109,2018-06-11 07:01:18.462109,72,10,1194.0
756,1139,2018-06-11 02:01:18.462109,2018-06-11 04:01:18.462109,73,9,260.0
757,1140,2018-06-11 04:01:18.462109,2018-06-11 05:01:18.462109,39,9,130.0
758,1141,2018-06-11 06:01:18.462109,2018-06-11 07:01:18.462109,36,7,100.0
759,1142,2018-06-11 07:01:18.462109,2018-06-11 08:01:18.462109,33,10,199.0
760,1143,2018-06-11 09:01:18.462109,2018-06-11 11:01:18.462109,38,10,398.0
761,1144,2018-06-11 10:01:18.462109,2018-06-11 11:01:18.462109,60,6,105.0
762,1145,2018-06-11 10:01:18.462109,2018-06-11 14:01:18.462109,43,7,400.0
763,1146,2018-06-11 11:01:18.462109,2018-06-11 13:01:18.462109,59,8,340.0
764,1147,2018-06-11 13:01:18.462109,2018-06-11 14:01:18.462109,51,10,199.0
765,1148,2018-06-11 16:01:18.462109,2018-06-11 18:01:18.462109,55,7,200.0
766,1149,2018-06-11 18:01:18.462109,2018-06-11 20:01:18.462109,30,8,340.0
767,1150,2018-06-11 18:01:18.462109,2018-06-11 19:01:18.462109,14,9,130.0
768,1151,2018-06-11 19:01:18.462109,2018-06-11 21:01:18.462109,11,6,210.0
769,1152,2018-06-11 19:01:18.462109,2018-06-11 20:01:18.462109,65,10,199.0
770,1153,2018-06-11 21:01:18.462109,2018-06-11 22:01:18.462109,97,8,170.0
771,1154,2018-06-11 21:01:18.462109,2018-06-12 02:01:18.462109,81,9,650.0
772,1155,2018-06-11 22:01:18.462109,2018-06-11 23:01:18.462109,97,6,105.0
773,1156,2018-06-11 22:01:18.462109,2018-06-12 01:01:18.462109,52,8,510.0
774,1157,2018-06-11 22:01:18.462109,2018-06-12 00:01:18.462109,11,10,398.0
775,1158,2018-06-12 00:01:18.462109,2018-06-12 01:01:18.462109,94,10,199.0
776,1159,2018-06-12 01:01:18.462109,2018-06-12 02:01:18.462109,55,6,105.0
777,1160,2018-06-12 01:01:18.462109,2018-06-12 02:01:18.462109,82,7,100.0
778,1161,2018-06-12 01:01:18.462109,2018-06-12 02:01:18.462109,17,8,170.0
779,1162,2018-06-12 02:01:18.462109,2018-06-12 03:01:18.462109,28,7,100.0
780,1163,2018-06-12 02:01:18.462109,2018-06-12 04:01:18.462109,64,10,398.0
781,1164,2018-06-12 03:01:18.462109,2018-06-12 09:01:18.462109,79,7,600.0
782,1165,2018-06-12 04:01:18.462109,2018-06-12 05:01:18.462109,42,9,130.0
783,1166,2018-06-12 04:01:18.462109,2018-06-12 07:01:18.462109,97,10,597.0
784,1167,2018-06-12 05:01:18.462109,2018-06-12 07:01:18.462109,58,9,260.0
785,1168,2018-06-12 06:01:18.462109,2018-06-12 07:01:18.462109,96,8,170.0
786,1169,2018-06-12 07:01:18.462109,2018-06-12 09:01:18.462109,82,10,398.0
787,1170,2018-06-12 08:01:18.462109,2018-06-12 09:01:18.462109,18,6,105.0
788,1171,2018-06-12 08:01:18.462109,2018-06-12 16:01:18.462109,50,8,1360.0
789,1172,2018-06-12 10:01:18.462109,2018-06-12 12:01:18.462109,84,7,200.0
790,1173,2018-06-12 10:01:18.462109,2018-06-12 12:01:18.462109,99,9,260.0
791,1174,2018-06-12 11:01:18.462109,2018-06-12 14:01:18.462109,15,6,315.0
792,1175,2018-06-12 13:01:18.462109,2018-06-12 14:01:18.462109,57,7,100.0
793,1176,2018-06-12 13:01:18.462109,2018-06-12 15:01:18.462109,7,10,398.0
794,1177,2018-06-12 14:01:18.462109,2018-06-12 15:01:18.462109,82,7,100.0
795,1178,2018-06-12 15:01:18.462109,2018-06-12 18:01:18.462109,97,6,315.0
796,1179,2018-06-12 15:01:18.462109,2018-06-12 19:01:18.462109,59,9,520.0
797,1180,2018-06-12 15:01:18.462109,2018-06-12 16:01:18.462109,61,10,199.0
798,1181,2018-06-12 17:01:18.462109,2018-06-12 20:01:18.462109,17,7,300.0
799,1182,2018-06-12 17:01:18.462109,2018-06-12 18:01:18.462109,62,8,170.0
800,1183,2018-06-12 17:01:18.462109,2018-06-12 18:01:18.462109,10,10,199.0
801,1184,2018-06-12 18:01:18.462109,2018-06-12 19:01:18.462109,73,8,170.0
802,1185,2018-06-12 19:01:18.462109,2018-06-12 20:01:18.462109,44,10,199.0
803,1186,2018-06-12 22:01:18.462109,2018-06-13 01:01:18.462109,62,6,315.0
804,1187,2018-06-12 23:01:18.462109,2018-06-13 04:01:18.462109,25,8,850.0
805,1188,2018-06-13 00:01:18.462109,2018-06-13 01:01:18.462109,23,7,100.0
806,1189,2018-06-13 00:01:18.462109,2018-06-13 04:01:18.462109,79,9,520.0
807,1190,2018-06-13 01:01:18.462109,2018-06-13 05:01:18.462109,40,10,796.0
808,1191,2018-06-13 04:01:18.462109,2018-06-13 05:01:18.462109,16,6,105.0
809,1192,2018-06-13 05:01:18.462109,2018-06-13 07:01:18.462109,67,7,200.0
810,1193,2018-06-13 09:01:18.462109,2018-06-13 10:01:18.462109,94,7,100.0
811,1194,2018-06-13 09:01:18.462109,2018-06-13 10:01:18.462109,66,8,170.0
812,1195,2018-06-13 10:01:18.462109,2018-06-13 12:01:18.462109,83,7,200.0
813,1196,2018-06-13 10:01:18.462109,2018-06-13 18:01:18.462109,90,9,1040.0
814,1197,2018-06-13 11:01:18.462109,2018-06-13 12:01:18.462109,76,8,170.0
815,1198,2018-06-13 12:01:18.462109,2018-06-13 14:01:18.462109,47,10,398.0
816,1199,2018-06-13 14:01:18.462109,2018-06-13 17:01:18.462109,31,6,315.0
817,1200,2018-06-13 14:01:18.462109,2018-06-13 18:01:18.462109,54,10,796.0
818,1201,2018-06-13 15:01:18.462109,2018-06-13 16:01:18.462109,36,7,100.0
819,1202,2018-06-13 17:01:18.462109,2018-06-13 18:01:18.462109,59,6,105.0
820,1203,2018-06-13 17:01:18.462109,2018-06-13 19:01:18.462109,76,7,200.0
821,1204,2018-06-13 18:01:18.462109,2018-06-13 19:01:18.462109,1,10,199.0
822,1205,2018-06-13 19:01:18.462109,2018-06-13 21:01:18.462109,78,7,200.0
823,1206,2018-06-13 20:01:18.462109,2018-06-13 22:01:18.462109,52,6,210.0
824,1207,2018-06-13 22:01:18.462109,2018-06-14 00:01:18.462109,28,7,200.0
825,1208,2018-06-14 00:01:18.462109,2018-06-14 01:01:18.462109,15,6,105.0
826,1209,2018-06-14 01:01:18.462109,2018-06-14 02:01:18.462109,33,10,199.0
827,1210,2018-06-14 02:01:18.462109,2018-06-14 03:01:18.462109,67,7,100.0
828,1211,2018-06-14 02:01:18.462109,2018-06-14 04:01:18.462109,13,9,260.0
829,1212,2018-06-14 03:01:18.462109,2018-06-14 07:01:18.462109,47,8,680.0
830,1213,2018-06-14 04:01:18.462109,2018-06-14 08:01:18.462109,92,7,400.0
831,1214,2018-06-14 05:01:18.462109,2018-06-14 06:01:18.462109,23,10,199.0
832,1215,2018-06-14 06:01:18.462109,2018-06-14 08:01:18.462109,49,6,210.0
833,1216,2018-06-14 07:01:18.462109,2018-06-14 08:01:18.462109,76,8,170.0
834,1217,2018-06-14 10:01:18.462109,2018-06-14 11:01:18.462109,61,8,170.0
835,1218,2018-06-14 10:01:18.462109,2018-06-14 11:01:18.462109,85,10,199.0
836,1219,2018-06-14 11:01:18.462109,2018-06-14 13:01:18.462109,83,9,260.0
837,1220,2018-06-14 11:01:18.462109,2018-06-14 14:01:18.462109,61,10,597.0
838,1221,2018-06-14 12:01:18.462109,2018-06-14 16:01:18.462109,88,6,420.0
839,1222,2018-06-14 14:01:18.462109,2018-06-14 15:01:18.462109,84,9,130.0
840,1223,2018-06-14 15:01:18.462109,2018-06-14 16:01:18.462109,95,8,170.0
841,1224,2018-06-14 16:01:18.462109,2018-06-14 18:01:18.462109,62,6,210.0
842,1225,2018-06-14 16:01:18.462109,2018-06-14 17:01:18.462109,26,8,170.0
843,1226,2018-06-14 16:01:18.462109,2018-06-14 23:01:18.462109,98,9,910.0
844,1227,2018-06-14 16:01:18.462109,2018-06-14 19:01:18.462109,61,10,597.0
845,1228,2018-06-14 17:01:18.462109,2018-06-14 22:01:18.462109,7,8,850.0
846,1229,2018-06-14 18:01:18.462109,2018-06-14 19:01:18.462109,27,7,100.0
847,1230,2018-06-14 21:01:18.462109,2018-06-14 22:01:18.462109,31,10,199.0
848,1231,2018-06-14 22:01:18.462109,2018-06-15 01:01:18.462109,16,10,597.0
849,1232,2018-06-14 23:01:18.462109,2018-06-15 01:01:18.462109,37,8,340.0
850,1233,2018-06-14 23:01:18.462109,2018-06-15 00:01:18.462109,95,9,130.0
851,1234,2018-06-15 00:01:18.462109,2018-06-15 02:01:18.462109,87,6,210.0
852,1235,2018-06-15 01:01:18.462109,2018-06-15 03:01:18.462109,55,9,260.0
853,1236,2018-06-15 02:01:18.462109,2018-06-15 03:01:18.462109,58,6,105.0
854,1237,2018-06-15 03:01:18.462109,2018-06-15 04:01:18.462109,47,10,199.0
855,1238,2018-06-15 05:01:18.462109,2018-06-15 06:01:18.462109,71,6,105.0
856,1239,2018-06-15 06:01:18.462109,2018-06-15 09:01:18.462109,71,10,597.0
857,1240,2018-06-15 07:01:18.462109,2018-06-15 08:01:18.462109,61,7,100.0
858,1241,2018-06-15 07:01:18.462109,2018-06-15 08:01:18.462109,81,9,130.0
859,1242,2018-06-15 08:01:18.462109,2018-06-15 09:01:18.462109,28,6,105.0
860,1243,2018-06-15 08:01:18.462109,2018-06-15 10:01:18.462109,2,8,340.0
861,1244,2018-06-15 08:01:18.462109,2018-06-15 10:01:18.462109,98,9,260.0
862,1245,2018-06-15 09:01:18.462109,2018-06-15 10:01:18.462109,97,6,105.0
863,1246,2018-06-15 10:01:18.462109,2018-06-15 11:01:18.462109,37,8,170.0
864,1247,2018-06-15 10:01:18.462109,2018-06-15 15:01:18.462109,30,10,995.0
865,1248,2018-06-15 12:01:18.462109,2018-06-15 14:01:18.462109,9,9,260.0
866,1249,2018-06-15 14:01:18.462109,2018-06-15 18:01:18.462109,58,8,680.0
867,1250,2018-06-15 15:01:18.462109,2018-06-15 18:01:18.462109,5,6,315.0
868,1251,2018-06-15 16:01:18.462109,2018-06-15 18:01:18.462109,97,7,200.0
869,1252,2018-06-15 16:01:18.462109,2018-06-15 17:01:18.462109,82,10,199.0
870,1253,2018-06-15 17:01:18.462109,2018-06-15 21:01:18.462109,86,9,520.0
871,1254,2018-06-15 18:01:18.462109,2018-06-15 19:01:18.462109,83,6,105.0
872,1255,2018-06-15 18:01:18.462109,2018-06-15 20:01:18.462109,9,7,200.0
873,1256,2018-06-15 18:01:18.462109,2018-06-15 19:01:18.462109,37,8,170.0
874,1257,2018-06-15 19:01:18.462109,2018-06-15 22:01:18.462109,94,10,597.0
875,1258,2018-06-15 21:01:18.462109,2018-06-15 22:01:18.462109,21,6,105.0
876,1259,2018-06-15 22:01:18.462109,2018-06-16 01:01:18.462109,19,6,315.0
877,1260,2018-06-15 22:01:18.462109,2018-06-16 00:01:18.462109,46,7,200.0
878,1261,2018-06-15 22:01:18.462109,2018-06-16 00:01:18.462109,30,9,260.0
879,1262,2018-06-15 23:01:18.462109,2018-06-16 00:01:18.462109,33,10,199.0
880,1263,2018-06-16 01:01:18.462109,2018-06-16 03:01:18.462109,41,6,210.0
881,1264,2018-06-16 01:01:18.462109,2018-06-16 04:01:18.462109,100,9,390.0
882,1265,2018-06-16 01:01:18.462109,2018-06-16 02:01:18.462109,15,10,199.0
883,1266,2018-06-16 03:01:18.462109,2018-06-16 04:01:18.462109,2,7,100.0
884,1267,2018-06-16 04:01:18.462109,2018-06-16 05:01:18.462109,19,6,105.0
885,1268,2018-06-16 04:01:18.462109,2018-06-16 05:01:18.462109,7,10,199.0
886,1269,2018-06-16 06:01:18.462109,2018-06-16 10:01:18.462109,7,8,680.0
887,1270,2018-06-16 09:01:18.462109,2018-06-16 12:01:18.462109,77,10,597.0
888,1271,2018-06-16 12:01:18.462109,2018-06-16 14:01:18.462109,3,10,398.0
889,1272,2018-06-16 13:01:18.462109,2018-06-16 14:01:18.462109,62,8,170.0
890,1273,2018-06-16 15:01:18.462109,2018-06-16 18:01:18.462109,34,10,597.0
891,1274,2018-06-16 16:01:18.462109,2018-06-16 17:01:18.462109,74,8,170.0
892,1275,2018-06-16 17:01:18.462109,2018-06-16 19:01:18.462109,24,9,260.0
893,1276,2018-06-16 18:01:18.462109,2018-06-16 20:01:18.462109,75,7,200.0
894,1277,2018-06-16 19:01:18.462109,2018-06-16 21:01:18.462109,75,8,340.0
895,1278,2018-06-16 19:01:18.462109,2018-06-16 20:01:18.462109,67,9,130.0
896,1279,2018-06-16 20:01:18.462109,2018-06-16 21:01:18.462109,37,10,199.0
897,1280,2018-06-16 21:01:18.462109,2018-06-16 23:01:18.462109,47,7,200.0
898,1281,2018-06-16 23:01:18.462109,2018-06-17 00:01:18.462109,80,8,170.0
899,1282,2018-06-17 00:01:18.462109,2018-06-17 03:01:18.462109,67,7,300.0
900,1283,2018-06-17 00:01:18.462109,2018-06-17 03:01:18.462109,9,9,390.0
901,1284,2018-06-17 02:01:18.462109,2018-06-17 04:01:18.462109,77,6,210.0
902,1285,2018-06-17 02:01:18.462109,2018-06-17 03:01:18.462109,52,8,170.0
903,1286,2018-06-17 04:01:18.462109,2018-06-17 05:01:18.462109,97,6,105.0
904,1287,2018-06-17 04:01:18.462109,2018-06-17 08:01:18.462109,90,7,400.0
905,1288,2018-06-17 05:01:18.462109,2018-06-17 07:01:18.462109,65,9,260.0
906,1289,2018-06-17 06:01:18.462109,2018-06-17 07:01:18.462109,76,8,170.0
907,1290,2018-06-17 06:01:18.462109,2018-06-17 07:01:18.462109,24,10,199.0
908,1291,2018-06-17 07:01:18.462109,2018-06-17 08:01:18.462109,94,8,170.0
909,1292,2018-06-17 09:01:18.462109,2018-06-17 10:01:18.462109,94,6,105.0
910,1293,2018-06-17 10:01:18.462109,2018-06-17 12:01:18.462109,61,7,200.0
911,1294,2018-06-17 10:01:18.462109,2018-06-17 13:01:18.462109,76,9,390.0
912,1295,2018-06-17 10:01:18.462109,2018-06-17 11:01:18.462109,95,10,199.0
913,1296,2018-06-17 11:01:18.462109,2018-06-17 12:01:18.462109,28,10,199.0
914,1297,2018-06-17 12:01:18.462109,2018-06-17 13:01:18.462109,60,7,100.0
915,1298,2018-06-17 14:01:18.462109,2018-06-17 15:01:18.462109,35,10,199.0
916,1299,2018-06-17 15:01:18.462109,2018-06-17 16:01:18.462109,54,9,130.0
917,1300,2018-06-17 17:01:18.462109,2018-06-18 01:01:18.462109,57,6,840.0
918,1301,2018-06-17 17:01:18.462109,2018-06-17 18:01:18.462109,56,9,130.0
919,1302,2018-06-17 17:01:18.462109,2018-06-17 20:01:18.462109,18,10,597.0
920,1303,2018-06-17 18:01:18.462109,2018-06-17 23:01:18.462109,35,7,500.0
921,1304,2018-06-17 19:01:18.462109,2018-06-17 20:01:18.462109,4,9,130.0
922,1305,2018-06-17 20:01:18.462109,2018-06-17 23:01:18.462109,42,9,390.0
923,1306,2018-06-17 21:01:18.462109,2018-06-17 22:01:18.462109,84,10,199.0
924,1307,2018-06-17 23:01:18.462109,2018-06-18 01:01:18.462109,42,10,398.0
925,1308,2018-06-18 00:01:18.462109,2018-06-18 01:01:18.462109,25,8,170.0
926,1309,2018-06-18 01:01:18.462109,2018-06-18 02:01:18.462109,80,7,100.0
927,1310,2018-06-18 01:01:18.462109,2018-06-18 02:01:18.462109,15,10,199.0
928,1311,2018-06-18 02:01:18.462109,2018-06-18 04:01:18.462109,74,6,210.0
929,1312,2018-06-18 02:01:18.462109,2018-06-18 04:01:18.462109,15,9,260.0
930,1313,2018-06-18 06:01:18.462109,2018-06-18 12:01:18.462109,59,8,1020.0
931,1314,2018-06-18 06:01:18.462109,2018-06-18 07:01:18.462109,84,10,199.0
932,1315,2018-06-18 08:01:18.462109,2018-06-18 10:01:18.462109,100,7,200.0
933,1316,2018-06-18 08:01:18.462109,2018-06-18 09:01:18.462109,34,10,199.0
934,1317,2018-06-18 09:01:18.462109,2018-06-18 10:01:18.462109,63,9,130.0
935,1318,2018-06-18 10:01:18.462109,2018-06-18 12:01:18.462109,56,9,260.0
936,1319,2018-06-18 10:01:18.462109,2018-06-18 11:01:18.462109,61,10,199.0
937,1320,2018-06-18 12:01:18.462109,2018-06-18 13:01:18.462109,59,7,100.0
938,1321,2018-06-18 12:01:18.462109,2018-06-18 13:01:18.462109,16,8,170.0
939,1322,2018-06-18 12:01:18.462109,2018-06-18 13:01:18.462109,59,9,130.0
940,1323,2018-06-18 13:01:18.462109,2018-06-18 16:01:18.462109,84,7,300.0
941,1324,2018-06-18 13:01:18.462109,2018-06-18 14:01:18.462109,40,9,130.0
942,1325,2018-06-18 14:01:18.462109,2018-06-18 15:01:18.462109,41,9,130.0
943,1326,2018-06-18 15:01:18.462109,2018-06-18 20:01:18.462109,95,8,850.0
944,1327,2018-06-18 15:01:18.462109,2018-06-18 18:01:18.462109,98,9,390.0
945,1328,2018-06-18 16:01:18.462109,2018-06-18 18:01:18.462109,82,6,210.0
946,1329,2018-06-18 19:01:18.462109,2018-06-18 20:01:18.462109,80,9,130.0
947,1330,2018-06-18 19:01:18.462109,2018-06-18 20:01:18.462109,58,10,199.0
948,1331,2018-06-18 20:01:18.462109,2018-06-18 22:01:18.462109,78,8,340.0
949,1332,2018-06-18 22:01:18.462109,2018-06-18 23:01:18.462109,40,7,100.0
950,1333,2018-06-19 00:01:18.462109,2018-06-19 01:01:18.462109,3,6,105.0
951,1334,2018-06-19 00:01:18.462109,2018-06-19 01:01:18.462109,6,8,170.0
952,1335,2018-06-19 00:01:18.462109,2018-06-19 01:01:18.462109,35,10,199.0
953,1336,2018-06-19 01:01:18.462109,2018-06-19 03:01:18.462109,79,9,260.0
954,1337,2018-06-19 03:01:18.462109,2018-06-19 04:01:18.462109,14,6,105.0
955,1338,2018-06-19 03:01:18.462109,2018-06-19 06:01:18.462109,38,7,300.0
956,1339,2018-06-19 03:01:18.462109,2018-06-19 04:01:18.462109,91,8,170.0
957,1340,2018-06-19 05:01:18.462109,2018-06-19 06:01:18.462109,68,9,130.0
958,1341,2018-06-19 06:01:18.462109,2018-06-19 11:01:18.462109,49,9,650.0
959,1342,2018-06-19 07:01:18.462109,2018-06-19 11:01:18.462109,3,8,680.0
960,1343,2018-06-19 08:01:18.462109,2018-06-19 09:01:18.462109,49,6,105.0
961,1344,2018-06-19 08:01:18.462109,2018-06-19 09:01:18.462109,79,10,199.0
962,1345,2018-06-19 09:01:18.462109,2018-06-19 11:01:18.462109,74,7,200.0
963,1346,2018-06-19 10:01:18.462109,2018-06-19 12:01:18.462109,82,10,398.0
964,1347,2018-06-19 12:01:18.462109,2018-06-19 15:01:18.462109,82,6,315.0
965,1348,2018-06-19 12:01:18.462109,2018-06-19 13:01:18.462109,61,8,170.0
966,1349,2018-06-19 12:01:18.462109,2018-06-19 13:01:18.462109,38,10,199.0
967,1350,2018-06-19 16:01:18.462109,2018-06-19 18:01:18.462109,61,9,260.0
968,1351,2018-06-19 17:01:18.462109,2018-06-19 18:01:18.462109,53,7,100.0
969,1352,2018-06-19 17:01:18.462109,2018-06-19 19:01:18.462109,23,10,398.0
970,1353,2018-06-19 18:01:18.462109,2018-06-19 19:01:18.462109,14,9,130.0
971,1354,2018-06-19 19:01:18.462109,2018-06-19 20:01:18.462109,12,7,100.0
972,1355,2018-06-19 19:01:18.462109,2018-06-19 23:01:18.462109,89,8,680.0
973,1356,2018-06-19 21:01:18.462109,2018-06-20 01:01:18.462109,19,7,400.0
974,1357,2018-06-19 22:01:18.462109,2018-06-20 02:01:18.462109,80,6,420.0
975,1358,2018-06-20 00:01:18.462109,2018-06-20 02:01:18.462109,76,8,340.0
976,1359,2018-06-20 01:01:18.462109,2018-06-20 03:01:18.462109,69,7,200.0
977,1360,2018-06-20 03:01:18.462109,2018-06-20 04:01:18.462109,19,7,100.0
978,1361,2018-06-20 03:01:18.462109,2018-06-20 04:01:18.462109,43,8,170.0
979,1362,2018-06-20 03:01:18.462109,2018-06-20 05:01:18.462109,37,10,398.0
980,1363,2018-06-20 05:01:18.462109,2018-06-20 08:01:18.462109,57,6,315.0
981,1364,2018-06-20 05:01:18.462109,2018-06-20 06:01:18.462109,31,10,199.0
982,1365,2018-06-20 06:01:18.462109,2018-06-20 08:01:18.462109,64,8,340.0
983,1366,2018-06-20 07:01:18.462109,2018-06-20 08:01:18.462109,40,7,100.0
984,1367,2018-06-20 07:01:18.462109,2018-06-20 11:01:18.462109,45,10,796.0
985,1368,2018-06-20 10:01:18.462109,2018-06-20 13:01:18.462109,29,9,390.0
986,1369,2018-06-20 11:01:18.462109,2018-06-20 12:01:18.462109,60,6,105.0
987,1370,2018-06-20 11:01:18.462109,2018-06-20 17:01:18.462109,85,8,1020.0
988,1371,2018-06-20 12:01:18.462109,2018-06-20 15:01:18.462109,50,7,300.0
989,1372,2018-06-20 13:01:18.462109,2018-06-20 14:01:18.462109,96,6,105.0
990,1373,2018-06-20 15:01:18.462109,2018-06-20 17:01:18.462109,19,9,260.0
991,1374,2018-06-20 15:01:18.462109,2018-06-20 16:01:18.462109,50,10,199.0
992,1375,2018-06-20 16:01:18.462109,2018-06-20 19:01:18.462109,66,6,315.0
993,1376,2018-06-20 16:01:18.462109,2018-06-20 17:01:18.462109,4,7,100.0
994,1377,2018-06-20 17:01:18.462109,2018-06-20 19:01:18.462109,65,9,260.0
995,1378,2018-06-20 17:01:18.462109,2018-06-20 20:01:18.462109,48,10,597.0
996,1379,2018-06-20 18:01:18.462109,2018-06-20 19:01:18.462109,59,8,170.0
997,1380,2018-06-20 19:01:18.462109,2018-06-20 20:01:18.462109,22,6,105.0
998,1381,2018-06-20 20:01:18.462109,2018-06-21 00:01:18.462109,21,6,420.0
999,1382,2018-06-20 20:01:18.462109,2018-06-20 21:01:18.462109,64,7,100.0
1000,1383,2018-06-20 20:01:18.462109,2018-06-20 23:01:18.462109,81,8,510.0
1001,1384,2018-06-20 22:01:18.462109,2018-06-20 23:01:18.462109,19,9,130.0
1002,1385,2018-06-20 22:01:18.462109,2018-06-20 23:01:18.462109,77,10,199.0
1003,1386,2018-06-20 23:01:18.462109,2018-06-21 00:01:18.462109,100,8,170.0
1004,1387,2018-06-21 00:01:18.462109,2018-06-21 01:01:18.462109,99,7,100.0
1005,1388,2018-06-21 01:01:18.462109,2018-06-21 02:01:18.462109,49,8,170.0
1006,1389,2018-06-21 03:01:18.462109,2018-06-21 04:01:18.462109,82,8,170.0
1007,1390,2018-06-21 04:01:18.462109,2018-06-21 06:01:18.462109,33,6,210.0
1008,1391,2018-06-21 04:01:18.462109,2018-06-21 06:01:18.462109,1,9,260.0
1009,1392,2018-06-21 05:01:18.462109,2018-06-21 08:01:18.462109,22,7,300.0
